,riskparity_nested,uniform
2019-07-26,0.0,0.0
2019-07-29,0.0,0.0
2019-07-30,0.0,0.0
2019-07-31,0.0,0.0
2019-08-01,0.0,0.0
2019-08-02,0.0,0.0
2019-08-05,0.0,0.0
2019-08-06,0.0,0.0
2019-08-07,0.0,0.0
2019-08-08,0.0,0.0
2019-08-09,0.0,0.0
2019-08-12,0.0,0.0
2019-08-13,0.0,0.0
2019-08-14,0.0,0.0
2019-08-15,0.0,0.0
2019-08-16,0.0,0.0
2019-08-19,0.0,0.0
2019-08-20,0.0,0.0
2019-08-21,0.0,0.0
2019-08-22,0.0,0.0
2019-08-23,0.0,0.0
2019-08-26,0.0,0.0
2019-08-27,0.0,0.0
2019-08-28,0.0,0.0
2019-08-29,0.0,0.0
2019-08-30,0.0,0.0
2019-09-03,0.0,0.0
2019-09-04,0.0,0.0
2019-09-05,0.0,0.0
2019-09-06,0.0,0.0
2019-09-09,0.0,0.0
2019-09-10,0.0,0.0
2019-09-11,0.0,0.0
2019-09-12,0.0,0.0
2019-09-13,0.0,0.0
2019-09-16,0.0,0.0
2019-09-17,0.0,0.0
2019-09-18,0.0,0.0
2019-09-19,0.0,1.4210854715202002e-16
2019-09-20,0.01668477568590264,0.013767814496066177
2019-09-23,0.003180400359873898,0.0035776694554932667
2019-09-24,0.012566866125442052,0.008437172907294649
2019-09-25,-0.023359511979441,-0.021558371395072363
2019-09-26,0.005374507450900101,0.004018996180143436
2019-09-27,-0.002712759826922275,-0.006059824339436806
2019-09-30,-0.002288751785503891,-0.0040158608531420835
2019-10-01,0.0033041218509563897,0.0008110176207848321
2019-10-02,0.005281754364376566,0.0014587281405340918
2019-10-03,0.016921492269552554,0.01615672912315632
2019-10-04,0.010624734230958702,0.01276220833383599
2019-10-07,-0.014893279790220083,-0.014939982631444058
2019-10-08,0.0025244743972841106,-0.0001950707869659998
2019-10-09,-0.004222579773017477,-0.0006690415524441052
2019-10-10,-0.018325811868397743,-0.015314061726938564
2019-10-11,-0.014142247504810404,-0.009283612208051087
2019-10-14,0.01000351478569432,0.008660603147829642
2019-10-15,-0.013908156050978993,-0.009320461040182762
2019-10-16,0.005116404194533956,0.003834895559639595
2019-10-17,0.0006918847163314759,0.0013308102548393024
2019-10-18,0.0008446186602637166,0.001927716161603207
2019-10-21,0.0011462014964465424,0.0023181410928028692
2019-10-22,0.0010944888910219249,0.00243501346633297
2019-10-23,0.0010382521232381327,0.0021802610890934585
2019-10-24,0.0014589757211156597,0.002988661150588804
2019-10-25,-0.0030699682894544246,-0.006726673016796973
2019-10-28,-0.003972940410212798,-0.008595477268970081
2019-10-29,0.00041470582400727866,0.0009857113626599826
2019-10-30,0.002123276906051573,0.004583950590017439
2019-10-31,0.0012408133774769459,0.0027076564711978213
2019-11-01,-0.0004736554574207874,-0.0011627201772470266
2019-11-04,-0.0035996920818670113,-0.007896012362334245
2019-11-05,-0.0025563504271920354,-0.005517125454084598
2019-11-06,0.0005982791166188749,0.0013732160501953308
2019-11-07,-0.003394353483846502,-0.007446755024554757
2019-11-08,-0.0013057940959183602,-0.0028241758602433093
2019-11-11,-0.0017764473862143548,-0.0038550758847393537
2019-11-12,0.0008109660724064514,0.0017499059622070202
2019-11-13,0.003714617015271661,0.0080972549730995
2019-11-14,0.0007640439887898518,0.0017330306839634987
2019-11-15,-0.001687199588669534,0.0007985142996026403
2019-11-18,0.006935036245817299,0.005693500077108082
2019-11-19,0.0061202448819297145,0.005872909029469389
2019-11-20,0.00897657647925154,0.006337427919714453
2019-11-21,-0.010740412506274246,-0.010424044082637326
2019-11-22,0.0016294723733341907,0.0008767188350428654
2019-11-25,0.0017842270811571788,0.0041073228590554605
2019-11-26,0.009469058868683738,0.009555956699844001
2019-11-27,-0.004554684332427226,-0.003113378641643827
2019-11-29,-0.002567064561169794,-0.0015236556130502012
2019-12-02,-0.016472257782455278,-0.01726308266960676
2019-12-03,0.023444194185732847,0.019044246371939837
2019-12-04,-0.009926963021241271,-0.0067622070996124165
2019-12-05,-0.0037460608037034005,-0.002537087713976993
2019-12-06,-0.008965997493695161,-0.006694059566956967
2019-12-09,0.0011297628543479432,-0.00010567519268951818
2019-12-10,-0.0005512259735759521,8.972886789095099e-05
2019-12-11,0.014601631209743024,0.014146158651245124
2019-12-12,-0.018685914976282754,-0.012770713090878447
2019-12-13,0.014333685084369106,0.012935072730152907
2019-12-16,0.0033389798177097248,0.007031766410520584
2019-12-17,0.0006740680199304002,0.0014490985732104062
2019-12-18,0.0013463560655793893,0.0027025120596368348
2019-12-19,-0.0004009703350758173,-0.000783890357683616
2019-12-20,0.0023236472251649235,0.005032798755491955
2019-12-23,-0.0031287911243699784,-0.006776250745878149
2019-12-24,0.0004459871300993944,0.0010279834302079208
2019-12-26,0.00017143142340597073,0.0004575117935209415
2019-12-27,0.0008946224776851767,0.0019889407722904788
2019-12-30,3.1984987339786444e-05,-9.350395924972324e-05
2019-12-31,0.0015101453104834376,0.003104494212351383
2020-01-02,-0.004229749668499002,-0.008810644596829675
2020-01-03,0.0003254973352987044,0.000979062908308217
2020-01-06,0.0005551444402157862,0.0011311052963443487
2020-01-07,-0.0004044007195166344,-0.0010479895264435656
2020-01-08,3.1817059493405615e-05,-3.091710437328944e-05
2020-01-09,0.0011058084953219016,0.002495779080770961
2020-01-10,0.0007681588645684085,0.0018088340625795941
2020-01-13,0.0015396477587148137,0.0032657842238085224
2020-01-14,0.000594722302339146,0.001403178202483983
2020-01-15,0.009367382276973521,0.00914725070706498
2020-01-16,-0.0014724049564007178,0.0009081549577803089
2020-01-17,-0.0024002952353082176,-0.001620926393830916
2020-01-21,0.009817576927577983,0.0077298029573913615
2020-01-22,0.0030313763921033555,0.0032302663337831715
2020-01-23,0.008750931489720172,0.008074800292848492
2020-01-24,0.007203563460280315,0.004768438791566198
2020-01-27,0.012860030771004349,0.006562666960757867
2020-01-28,-0.009408889698558916,-0.005890050234232972
2020-01-29,0.015280439855777223,0.012674412382635978
2020-01-30,0.0030519064371144393,0.002805770785845323
2020-01-31,0.006549319363019948,0.0018335990366320691
2020-02-03,-0.0007167603770505999,0.001219316765545266
2020-02-04,-0.01366725458300858,-0.009080379722428436
2020-02-05,-0.008600113402274352,-0.004595698185027643
2020-02-06,0.009111038236761501,0.010829471448588833
2020-02-07,0.010826545870772088,0.008352436382113472
2020-02-10,0.008913844757576632,0.010124575795786102
2020-02-11,-0.007085287166370776,-0.006302866822636688
2020-02-12,-0.0038671141321314755,-0.000315576525732165
2020-02-13,0.0036411838596203884,0.007904602843977024
2020-02-14,0.0015757476045938207,0.003567359370881921
2020-02-18,0.0026600222065732092,0.005828598065196657
2020-02-19,-0.0036137071672753575,-0.007725714618574668
2020-02-20,0.0010082116866680832,0.00250356171268155
2020-02-21,-0.0002514710536445849,-0.00023060982800665304
2020-02-24,-0.003459857688901133,-0.006953223105197807
2020-02-25,-0.006293374790473,-0.013385056482671898
2020-02-26,-0.0018825855340898839,-0.004454010926449135
2020-02-27,-0.011679111080332144,-0.02530033602795674
2020-02-28,-0.010591389754776711,-0.022111653933153015
2020-03-02,0.012008983026588664,0.026320221384736827
2020-03-03,-0.002402016897742499,-0.004620404089223565
2020-03-04,0.013477862648084388,0.028644611949009753
2020-03-05,-0.004525603585516194,-0.008752473033048429
2020-03-06,-0.004587958446559395,-0.0066645317020362325
2020-03-09,-0.015468098810617406,-0.0322900568114535
2020-03-10,0.004648827025283359,0.006070431177006487
2020-03-11,-0.00819805296574035,-0.02118803855637616
2020-03-12,-0.01962093345039414,-0.04459127314467055
2020-03-13,-0.0020632425277431745,0.013700401492346108
2020-03-16,0.010213449772592774,-0.03735182123049887
2020-03-17,-0.05828071111588774,-0.025354303397682604
2020-03-18,-0.08711888780131884,-0.0951167688515933
2020-03-19,0.017655122311535997,0.008778039524526837
2020-03-20,0.05171957023663882,0.036489527897051614
2020-03-23,0.05747017400271731,0.054740441086943134
2020-03-24,0.016351281798671027,0.04276028331629771
2020-03-25,-0.0027900974131341923,-0.006036421856601272
2020-03-26,0.03231172129080403,0.041488238626195405
2020-03-27,0.017218939525280124,0.008030053407451101
2020-03-30,0.002805522054153129,0.008593450056023461
2020-03-31,-0.01673550041570967,-0.029421879105303163
2020-04-01,-0.004011521316382375,-0.013149798102018278
2020-04-02,0.01920859537348932,0.02658457953783052
2020-04-03,-0.00035555536161397126,-0.0026887276882759823
2020-04-06,0.028155965478776596,0.0476424970654363
2020-04-07,-0.020050473026644446,-0.020880538860163764
2020-04-08,0.0030488414617573134,0.010191714386129608
2020-04-09,0.021057410799354942,0.027593079918588174
2020-04-13,-0.007714539069147839,-0.018172824891132585
2020-04-14,0.009325139031181937,0.017582168004548142
2020-04-15,-0.010545447703258467,-0.02027162732034134
2020-04-16,-0.0013756009579102989,-0.00320982361712787
2020-04-17,0.00926335384202691,0.018713453844864728
2020-04-20,-0.011099818204421553,-0.022971713237805714
2020-04-21,-0.007640976837338084,-0.01317975481988354
2020-04-22,0.009107811725509085,0.016903331039944056
2020-04-23,-0.004268575308744691,-0.00906190268593803
2020-04-24,0.0018878974915434573,0.0033243321864029787
2020-04-27,0.005129603791793705,0.009430068162130874
2020-04-28,-0.0014578606814358748,-0.0011634731009546148
2020-04-29,0.000988159634344125,-0.0008537541468162061
2020-04-30,-0.005160352669638504,-0.01149761357962597
2020-05-01,-0.007963214681019123,-0.014873478922205115
2020-05-04,0.0022429604673290904,0.003878144940955271
2020-05-05,0.0032300097613564716,0.005797688771830491
2020-05-06,-0.005834540861948477,-0.014039422892916828
2020-05-07,0.0006413625239772424,0.0008998166241012124
2020-05-08,0.0057323076153341646,0.010911432672029797
2020-05-11,-0.00950472473179243,-0.008843425752431352
2020-05-12,0.003053288306107657,-0.0018620681980860059
2020-05-13,0.0046298496267665155,0.0020398559891271688
2020-05-14,0.016374848545822447,0.0207371724313435
2020-05-15,0.0007802458087479426,0.0016617313673795793
2020-05-18,-0.013126461786469394,-0.005749703200360046
2020-05-19,0.004866811589457325,0.002497189517086828
2020-05-20,0.009906069412383494,0.01337264175580693
2020-05-21,-0.008733255022933512,-0.013375873968752719
2020-05-22,0.010346647432025477,0.01221812476123695
2020-05-26,-0.013933290034577111,-0.014225551552089034
2020-05-27,0.005022434725718833,0.006907332494547308
2020-05-28,0.00040138778039377457,0.0036625206361002804
2020-05-29,0.014192850586840557,0.01595225270326846
2020-06-01,3.902255804102496e-05,0.002734464055791623
2020-06-02,-0.004027888933345126,-0.002535681926977046
2020-06-03,-0.01773769128099052,-0.01448768913777308
2020-06-04,-0.012217152166377008,-0.01199615035755656
2020-06-05,-0.008675266753994344,-0.002059730794226465
2020-06-08,0.016170164633086976,0.021224815663226478
2020-06-09,-0.00219747617390961,-0.0066015612555422355
2020-06-10,0.0009514713750128312,-0.00025037438337613405
2020-06-11,-0.004509107768519684,-0.01212999916176688
2020-06-12,-0.0005376606870531357,-0.0007020148119599089
2020-06-15,0.0005443127670997207,0.0012398920609867298
2020-06-16,-0.00040843133490062867,-1.3492527982756037e-05
2020-06-17,0.0001819535063374691,-0.00012306446028212487
2020-06-18,0.0001095371790104329,-4.415816928987944e-05
2020-06-19,-0.002762284668556933,-0.0076649750759960784
2020-06-22,0.001558529551695534,0.003471775935452432
2020-06-23,-0.000778185446039097,-0.0023619142515013533
2020-06-24,-0.0007077536734517917,-0.002260471831276649
2020-06-25,-0.001923207244850378,-0.004298794435561438
2020-06-26,0.0003538300020909119,-0.0003500596630952197
2020-06-29,0.0017065104298667083,0.0043110598949159355
2020-06-30,0.0008560808381963311,0.0017446395057969261
