,riskparity_nested,riskparity,riskparity_pylib
2019-06-18,0.0,0.0,0.0
2019-06-19,0.0,0.0,0.0
2019-06-20,0.0,0.0,0.0
2019-06-21,0.0,0.0,0.0
2019-06-24,0.0,0.0,0.0
2019-06-25,0.0,0.0,0.0
2019-06-26,0.0,0.0,0.0
2019-06-27,0.0,0.0,0.0
2019-06-28,0.0,0.0,0.0
2019-07-01,0.0,0.0,0.0
2019-07-02,0.0,0.0,0.0
2019-07-03,0.0,0.0,0.0
2019-07-05,0.0,0.0,0.0
2019-07-08,0.0,0.0,0.0
2019-07-09,0.0,0.0,0.0
2019-07-10,0.0,0.0,0.0
2019-07-11,0.0,0.0,0.0
2019-07-12,0.0,0.0,0.0
2019-07-15,0.0,0.0,0.0
2019-07-16,0.0,0.0,0.0
2019-07-17,0.0,0.0,0.0
2019-07-18,0.0,0.0,0.0
2019-07-19,0.0,0.0,0.0
2019-07-22,0.0,0.0,0.0
2019-07-23,0.0,0.0,0.0
2019-07-24,0.0,0.0,0.0
2019-07-25,0.0,0.0,0.0
2019-07-26,0.0,0.0,0.0
2019-07-29,0.0,0.0,0.0
2019-07-30,0.0,0.0,0.0
2019-07-31,0.0,0.0,0.0
2019-08-01,0.0,0.0,0.0
2019-08-02,0.0,0.0,0.0
2019-08-05,0.0,0.0,0.0
2019-08-06,0.0,0.0,0.0
2019-08-07,0.0,0.0,0.0
2019-08-08,0.0,0.0,0.0
2019-08-09,0.0,0.0,0.0
2019-08-12,0.0,0.0,0.0
2019-08-13,0.0,0.0,0.0
2019-08-14,0.0,0.0,0.0
2019-08-15,0.0,0.0,0.0
2019-08-16,0.0,0.0,0.0
2019-08-19,0.0,0.0,0.0
2019-08-20,0.0,0.0,0.0
2019-08-21,0.0,0.0,0.0
2019-08-22,0.0,0.0,0.0
2019-08-23,0.0,0.0,0.0
2019-08-26,0.0,0.0,0.0
2019-08-27,0.0,0.0,0.0
2019-08-28,0.0,0.0,0.0
2019-08-29,0.0,0.0,0.0
2019-08-30,0.0,0.0,0.0
2019-09-03,0.0,0.0,0.0
2019-09-04,0.0,0.0,0.0
2019-09-05,0.0,0.0,0.0
2019-09-06,0.0,0.0,0.0
2019-09-09,0.0,0.0,0.0
2019-09-10,0.0,0.0,0.0
2019-09-11,0.0,0.0,0.0
2019-09-12,0.0,0.0,0.0
2019-09-13,0.0,0.0,0.0
2019-09-16,0.0,0.0,0.0
2019-09-17,0.0,0.0,0.0
2019-09-18,0.0,0.0,0.0
2019-09-19,0.0,0.0,0.0
2019-09-20,0.017828152732955523,0.01308524358402897,0.01308524358402897
2019-09-23,0.00319662383406285,0.0028391778769741487,0.0028391778769741487
2019-09-24,0.013541713963580514,0.008193193527611166,0.008193193527611166
2019-09-25,-0.024342593606527112,-0.01867009128450536,-0.01867009128450536
2019-09-26,0.005640722907490486,0.004027727966905451,0.004027727966905451
2019-09-27,-0.0015829567595360642,-0.003780815143542143,-0.003780815143542143
2019-09-30,-0.003014555758251537,-0.0011846718811850566,-0.0011846718811850566
2019-10-01,0.0027295298010139753,-0.002492433252890054,-0.002492433252890054
2019-10-02,0.005335323740341185,-0.0024999551580264863,-0.0024999551580264863
2019-10-03,0.016477823327084667,0.01660077371421938,0.01660077371421938
2019-10-04,0.01045881919550034,0.014006533028549683,0.014006533028549683
2019-10-07,-0.015131130427498802,-0.01461851823869326,-0.01461851823869326
2019-10-08,0.0026451251007493168,-0.0035711492602798233,-0.0035711492602798233
2019-10-09,-0.0044992809404143476,-0.00037260753456746213,-0.00037260753456746213
2019-10-10,-0.018606545690075686,-0.013427969996744426,-0.013427969996744426
2019-10-11,-0.014766881865520673,-0.008378099357813243,-0.008378099357813243
2019-10-14,0.0098869168691156,0.007986958974679059,0.007986958974679059
2019-10-15,-0.014630378391050507,-0.008199513761542479,-0.008199513761542479
2019-10-16,0.005333341955813281,0.0035475941199766105,0.0035475941199766105
2019-10-17,0.000721468277283563,0.0016143415725696027,0.0016143415725696027
2019-10-18,0.0008235778939225458,0.001194540049225263,0.001194540049225263
2019-10-21,0.001160670324322576,0.0024161938552900815,0.0024161938552900815
2019-10-22,0.0010630881059262914,0.0013205405528798114,0.0013205405528798114
2019-10-23,0.0010312355572773904,0.0016182580361142544,0.0016182580361142544
2019-10-24,0.0014265158285532602,0.0022202539528372585,0.0022202539528372585
2019-10-25,-0.002999729954126687,-0.004464545766259091,-0.004464545766259091
2019-10-28,-0.003885870013675824,-0.005487743148779817,-0.005487743148779817
2019-10-29,0.0004184257370721449,0.0006919261504731752,0.0006919261504731752
2019-10-30,0.002074436934479963,0.0028124734428180975,0.0028124734428180975
2019-10-31,0.0011824503646241113,0.0011202671837117525,0.0011202671837117525
2019-11-01,-0.00042825674861053507,-0.00029796667963046593,-0.00029796667963046593
2019-11-04,-0.003507770924441706,-0.004903094007027328,-0.004903094007027328
2019-11-05,-0.002501440433283672,-0.0032816195831356374,-0.0032816195831356374
2019-11-06,0.0005828537382929896,0.0006718432636902847,0.0006718432636902847
2019-11-07,-0.0032954043819822306,-0.004186780446919098,-0.004186780446919098
2019-11-08,-0.0012757965135395052,-0.0016743674383922784,-0.0016743674383922784
2019-11-11,-0.0017503294596235132,-0.0027999081377058153,-0.0027999081377058153
2019-11-12,0.000794105832385474,0.0011267976972219936,0.0011267976972219936
2019-11-13,0.003643407715506748,0.005543328262838459,0.005543328262838459
2019-11-14,0.0007419331726919175,0.0008243276697416349,0.0008243276697416349
2019-11-15,-0.0016022671845418775,0.002088912924752356,0.002088912924752356
2019-11-18,0.006764668608414208,0.005512001991046716,0.005512001991046716
2019-11-19,0.0058305004907306425,0.004851185296837051,0.004851185296837051
2019-11-20,0.00949016475576205,0.0061253390468409595,0.0061253390468409595
2019-11-21,-0.010623968813269049,-0.009502335696276077,-0.009502335696276077
2019-11-22,0.0017991834300003693,0.0021110883454996576,0.0021110883454996576
2019-11-25,0.001015068666331914,0.00453200770172022,0.00453200770172022
2019-11-26,0.009528943231460538,0.008868705630692458,0.008868705630692458
2019-11-27,-0.005095069064654758,-0.002335046901103905,-0.002335046901103905
2019-11-29,-0.002340879727054055,-0.003099070056813879,-0.003099070056813879
2019-12-02,-0.016053884812675827,-0.017265270306838002,-0.017265270306838002
2019-12-03,0.02379986744641841,0.016691163273569024,0.016691163273569024
2019-12-04,-0.009877862919948681,-0.005605644393699449,-0.005605644393699449
2019-12-05,-0.003749293398039015,-0.002236435341240108,-0.002236435341240108
2019-12-06,-0.009411281212244717,-0.003907877282161533,-0.003907877282161533
2019-12-09,0.0013843176631255514,-0.00016689907201940802,-0.00016689907201940802
2019-12-10,-0.0006397591854450415,-0.0009000713082325394,-0.0009000713082325394
2019-12-11,0.014268382561452719,0.012968364396500356,0.012968364396500356
2019-12-12,-0.01874519415360718,-0.010910368194338231,-0.010910368194338231
2019-12-13,0.013965239166738145,0.011495011058419543,0.011495011058419543
2019-12-16,0.003318399026763382,0.006206384794920085,0.006206384794920085
2019-12-17,0.0006622827640537171,0.0011307170097121099,0.0011307170097121099
2019-12-18,0.0013491150401198234,0.002565382088228118,0.002565382088228118
2019-12-19,-0.00037559151590391143,-0.0004510073493969558,-0.0004510073493969558
2019-12-20,0.002268849972123998,0.003937342232875644,0.003937342232875644
2019-12-23,-0.003039375531336264,-0.004796252095911767,-0.004796252095911767
2019-12-24,0.0004743101309247347,0.000579844694281521,0.000579844694281521
2019-12-26,0.00021902787080320074,0.000495986560122466,0.000495986560122466
2019-12-27,0.0008612192326267832,0.0013181787658128352,0.0013181787658128352
2019-12-30,4.857009236743552e-05,-0.00010969896289189426,-0.00010969896289189426
2019-12-31,0.0014974501519266412,0.0030097975723184585,0.0030097975723184585
2020-01-02,-0.0041035099273429325,-0.0066153866120226825,-0.0066153866120226825
2020-01-03,0.00033418434217499045,-0.0007034465463148829,-0.0007034465463148829
2020-01-06,0.0006190129125205844,0.0013999784373107198,0.0013999784373107198
2020-01-07,-0.00034616940471466116,-0.0005124199949341717,-0.0005124199949341717
2020-01-08,2.4397805354904964e-05,0.0007171725192322281,0.0007171725192322281
2020-01-09,0.0010643470805726943,0.0020312378028722587,0.0020312378028722587
2020-01-10,0.000768489246016081,0.0006095940752367103,0.0006095940752367103
2020-01-13,0.0015226898727975517,0.003091003827365977,0.003091003827365977
2020-01-14,0.0005489613332610043,0.0005155513009921252,0.0005155513009921252
2020-01-15,0.009791081863407833,0.008937007202768724,0.008942265853873097
2020-01-16,-0.0017719645647337658,0.0021012264010666208,0.0020983331977454233
2020-01-17,-0.0028171459673974513,-0.0013211338988325476,-0.0013275980255648741
2020-01-21,0.009573433241488405,0.006629151391671119,0.006636788058645557
2020-01-22,0.0026435341126990987,0.0022668801519361175,0.0022696363805992676
2020-01-23,0.008343050350825916,0.006922732439779894,0.006928059178884143
2020-01-24,0.007311442728577433,0.0020182239095322264,0.002024909520367222
2020-01-27,0.014028096633031598,0.004663141430477045,0.004676094776729673
2020-01-28,-0.010490256037878197,-0.004534650919675418,-0.004541545138263937
2020-01-29,0.01502347425288459,0.011693249477439025,0.011700917575598662
2020-01-30,0.0028748380206799927,0.003189187578617684,0.0031896424982835953
2020-01-31,0.006572160299341664,-0.002143375559309542,-0.0021358116952450742
2020-02-03,-0.0022252608563027767,0.0008599323164947526,0.0008593377895595104
2020-02-04,-0.015516419636252122,-0.006603636596546948,-0.006615862627420636
2020-02-05,-0.007481593923089624,-0.0009593699715650693,-0.0009685736284929153
2020-02-06,0.008183460438088697,0.008587747039251392,0.008591474425619255
2020-02-07,0.010902374566398546,0.006779611098846176,0.006789308312237808
2020-02-10,0.007899104471072152,0.009561233420669947,0.009563384728542875
2020-02-11,-0.006904907867726746,-0.005078575649261024,-0.005083129210164731
2020-02-12,-0.004820934681838877,-0.000848748904845227,-0.0008528813410429487
2020-02-13,0.00357034689623819,0.005288545325023625,0.005282657225499815
2020-02-14,0.0015576251662462578,0.0023592542090230696,0.002359025051735782
2020-02-18,0.002665606189906157,0.003471183108383283,0.0034599270070586096
2020-02-19,-0.0033952290261764742,-0.0050522243320842335,-0.005041948682095318
2020-02-20,0.0007956033486317646,0.00039003824879440304,0.0003736210619605142
2020-02-21,-0.0005211314282799408,-0.0025458874225464,-0.002576579093543649
2020-02-24,-0.003939665536485065,-0.010527120887432634,-0.010613627538814343
2020-02-25,-0.006560500919623662,-0.013235994322912326,-0.013303166337770518
2020-02-26,-0.0017092920921407864,-0.0028989800136225196,-0.002900735942171639
2020-02-27,-0.012089982521876472,-0.024045819450433756,-0.024144594955507803
2020-02-28,-0.010826708247663974,-0.018271809959006256,-0.018297758851331537
2020-03-02,0.012262817212053667,0.022809130275021613,0.022878069647426096
2020-03-03,-0.0027319292839046885,-0.008350171405701243,-0.008419558596161423
2020-03-04,0.013688287105395918,0.025681462863385112,0.025764197270012272
2020-03-05,-0.004816194958189122,-0.01233832958135503,-0.01242767362409687
2020-03-06,-0.005151833008746379,-0.012613017999404855,-0.012706936277780637
2020-03-09,-0.0160736800555345,-0.03471658290690733,-0.034903418651025364
2020-03-10,0.0055016629926921985,0.016360179033488575,0.016511867743338658
2020-03-11,-0.008032931572232142,-0.014121424881049418,-0.014148815581520318
2020-03-12,-0.02014385608012205,-0.03910494678216569,-0.03925697266333962
2020-03-13,-0.0034062035452813617,0.0017034235953290531,0.001622986457780823
2020-03-16,0.013159622171468389,0.0030668322162030483,0.003199302150515552
2020-03-17,-0.059493834076064074,-0.05719155550554673,-0.05727535518398247
2020-03-18,-0.0911424627368195,-0.09561701399961679,-0.09562633043414485
2020-03-19,0.016801418613100277,0.01919214225538888,0.019205805534212122
2020-03-20,0.05309630270761095,0.052544695075360456,0.052609223600232694
2020-03-23,0.05549670445958197,0.05655909007360517,0.05660509230379939
2020-03-24,0.015387379747876065,0.022717822810044305,0.022676706283159813
2020-03-25,-5.856862036746682e-05,-0.0012156505748783593,-0.0012258797373040976
2020-03-26,0.03164209823377874,0.033202936657262205,0.03317924561521907
2020-03-27,0.01919078972898236,0.015378703128426114,0.015412793354712616
2020-03-30,0.0015971527954723637,0.0022590618266634336,0.002235092640233045
2020-03-31,-0.017352996671139823,-0.019036147728462682,-0.019033468940400266
2020-04-01,-0.0030816631345419077,-0.00419379297997918,-0.004159062883837586
2020-04-02,0.019165896065900884,0.02120419960883843,0.021199504859048493
2020-04-03,-5.191007504946574e-05,0.0006492165890068887,0.0006603355821572103
2020-04-06,0.02615895596494536,0.030971770960279168,0.030942007668935678
2020-04-07,-0.02020379137061783,-0.020165798477926038,-0.02017724698833943
2020-04-08,0.004021237281145905,0.005062587431480819,0.005036776880998731
2020-04-09,0.023088394244865848,0.023521475753133764,0.023521602924366555
2020-04-13,-0.008235999742388141,-0.009054956017936542,-0.009060858339654332
2020-04-14,0.009178225759217694,0.006911151513816541,0.006943828409152561
2020-04-15,-0.011478120402314903,-0.00975562129473525,-0.009813991364990535
2020-04-16,-0.0019558401043909793,-0.002646982043274599,-0.002658212287683935
2020-04-17,0.010207181543397172,0.009066671377745373,0.009116162960195412
2020-04-20,-0.011535250531370394,-0.01125057696581376,-0.011287329458882738
2020-04-21,-0.00796957984763952,-0.0038306236550177623,-0.0038793915459845074
2020-04-22,0.009318084777361853,0.006694533289888288,0.00673206429959492
2020-04-23,-0.004121514441470364,-0.0056547137603416234,-0.0056654517446883814
2020-04-24,0.0019011355455567022,0.0004241957779924755,0.0004342463257777008
2020-04-27,0.005781422696803192,0.004912659105684718,0.004955826817063977
2020-04-28,-0.0011965402055582022,-0.00024908224314003016,-0.00026889708664776084
2020-04-29,0.001212108702982893,-0.003154133345893499,-0.003122444596609702
2020-04-30,-0.005702284025654885,-0.004150837205924716,-0.004149771316143936
2020-05-01,-0.008180248861274986,-0.0054105014071748544,-0.00545251826736241
2020-05-04,0.0020247370848182236,0.0017088298063735574,0.0017186524912508024
2020-05-05,0.0033311235751615825,0.0025524664368997466,0.002571586977193311
2020-05-06,-0.00624051623321411,-0.005724929451017882,-0.005715084573187556
2020-05-07,0.0006136724212365797,-0.0016606422880563847,-0.0016689890307224836
2020-05-08,0.006090096649740057,0.004779840431193272,0.004815485055378351
2020-05-11,-0.01103750931198295,-0.01092940902654836,-0.010946165816204157
2020-05-12,0.0036231942705391104,0.0016037823342591447,0.0016396033155668295
2020-05-13,0.004394654070012523,0.003413555148085009,0.003441293099215696
2020-05-14,0.016398870325649045,0.017656646400856853,0.017666068252745352
2020-05-15,0.00037707479799574563,0.0018537088167197445,0.0018469316248929057
2020-05-18,-0.012422706292273303,-0.011544318966861056,-0.011609984840161671
2020-05-19,0.0038503270581986804,0.003743773952419051,0.003762039633109396
2020-05-20,0.009062760406123112,0.010767308081530536,0.010757858657930896
2020-05-21,-0.00792852648959424,-0.008826659311938365,-0.008820143704089865
2020-05-22,0.01017299283543902,0.010063696563424087,0.010073795045572835
2020-05-26,-0.011881396416657333,-0.011488421557152332,-0.011524872117633068
2020-05-27,0.006503251647595354,0.00758615117502408,0.007571718356312046
2020-05-28,0.0003734678787186397,-0.0015584823244150776,-0.0015623654818731068
2020-05-29,0.012471727139097529,0.012587124330194634,0.012596861206278108
2020-06-01,-0.00010271668345288605,-8.144535878344848e-05,-9.344209670964502e-05
2020-06-02,-0.003948263205322248,-0.003581554572360359,-0.003598299000855647
2020-06-03,-0.016523169263765538,-0.015991734806536078,-0.016034774976247394
2020-06-04,-0.011597797372661511,-0.010092967925468785,-0.010111126173431831
2020-06-05,-0.008055942153114762,-0.00568945544299482,-0.005735859376360527
2020-06-08,0.017047775575532626,0.017217711017467063,0.01721618462337531
2020-06-09,-0.0022193040364551467,-0.0022332229976740306,-0.00225230651286501
2020-06-10,0.0008736223856011107,0.0016977912541102625,0.001664401202182824
2020-06-11,-0.004851617710969277,0.004998064098617395,0.004907518293002412
2020-06-12,-0.0003896268720229572,-0.002621366981168332,-0.0025877960658914965
2020-06-15,0.0005148205676127133,-0.000302615445613379,-0.0002972117236019456
2020-06-16,-0.00020520713764296482,-0.003452904441826745,-0.0034002038091487355
2020-06-17,0.0001491490186737274,0.0009501960620444603,0.0009402023044766928
2020-06-18,5.508026744983276e-07,-5.9596935893462416e-05,-8.188987615745883e-05
2020-06-19,-0.0026430726883238556,-0.0034672164765188166,-0.003460046508255034
2020-06-22,0.0015983248553090785,0.0004148844574544707,0.0004174490872346439
2020-06-23,-0.0006233761932078931,-0.002153850409483194,-0.0021290602321281634
2020-06-24,-0.0009028629072394592,0.003608661599872653,0.0035615887060852906
2020-06-25,-0.001881398697597385,-0.004535731219979605,-0.004525477345796048
2020-06-26,0.0002286086673862624,0.0037861578919014325,0.0037387189007681647
2020-06-29,0.0017244135044513916,0.0005438945835184475,0.0005611617468171421
2020-06-30,0.0009854870801694008,-0.0015518409462844018,-0.0015298306895961875
