,riskparity_nested,uniform
2019-05-13,0.0,0.0
2019-05-14,0.0,0.0
2019-05-15,0.0,0.0
2019-05-16,0.0,0.0
2019-05-17,0.0,0.0
2019-05-20,0.0,0.0
2019-05-21,0.0,0.0
2019-05-22,0.0,0.0
2019-05-23,0.0,0.0
2019-05-24,0.0,0.0
2019-05-27,0.0,0.0
2019-05-28,0.0,0.0
2019-05-29,0.0,0.0
2019-05-30,0.0,0.0
2019-05-31,0.0,0.0
2019-06-03,0.0,0.0
2019-06-04,0.0,0.0
2019-06-05,0.0,0.0
2019-06-06,0.0,0.0
2019-06-07,0.0,0.0
2019-06-10,0.0,0.0
2019-06-11,0.0,0.0
2019-06-12,0.0,0.0
2019-06-13,0.0,0.0
2019-06-14,0.0,0.0
2019-06-17,0.0,0.0
2019-06-18,0.0,0.0
2019-06-19,0.0,0.0
2019-06-20,0.0,0.0
2019-06-21,0.0,0.0
2019-06-24,0.0,0.0
2019-06-25,0.0,0.0
2019-06-26,0.0,0.0
2019-06-27,0.0,0.0
2019-06-28,0.0,0.0
2019-07-01,0.0,0.0
2019-07-02,0.0,0.0
2019-07-03,0.0,0.0
2019-07-04,0.0,0.0
2019-07-05,0.0,0.0
2019-07-08,0.0,0.0
2019-07-09,0.0,0.0
2019-07-10,0.0,0.0
2019-07-11,0.0,0.0
2019-07-12,0.0,0.0
2019-07-15,0.0,0.0
2019-07-16,0.0,0.0
2019-07-17,0.0,0.0
2019-07-18,0.0,0.0
2019-07-19,0.0,0.0
2019-07-22,0.0,0.0
2019-07-23,0.0,0.0
2019-07-24,0.0,0.0
2019-07-25,0.0,0.0
2019-07-26,0.0,0.0
2019-07-29,0.0,0.0
2019-07-30,0.0,0.0
2019-07-31,0.0,0.0
2019-08-01,0.0,0.0
2019-08-02,0.0,0.0
2019-08-05,0.0,0.0
2019-08-06,0.0,0.0
2019-08-07,0.0,0.0
2019-08-08,0.0,0.0
2019-08-09,0.0,0.0
2019-08-12,0.0,0.0
2019-08-13,0.0,0.0
2019-08-14,0.0,0.0
2019-08-15,0.0,0.0
2019-08-16,0.0,0.0
2019-08-19,0.0,0.0
2019-08-20,0.0,0.0
2019-08-21,0.0,0.0
2019-08-22,0.0,0.0
2019-08-23,0.0,0.0
2019-08-26,0.0,0.0
2019-08-27,0.0,0.0
2019-08-28,0.0,0.0
2019-08-29,0.0,0.0
2019-08-30,0.0,0.0
2019-09-02,0.0,0.0
2019-09-03,0.0,0.0
2019-09-04,0.0,0.0
2019-09-05,0.0,0.0
2019-09-06,0.0,0.0
2019-09-09,0.0,0.0
2019-09-10,0.0,0.0
2019-09-11,0.0,-0.004234820722393098
2019-09-12,0.0,-0.0003831711895750511
2019-09-13,0.0,-0.008867105541843202
2019-09-16,0.0,0.017214519338633126
2019-09-17,0.0,-0.0039025618706055166
2019-09-18,0.0,0.0011302897862425082
2019-09-19,0.0,0.001740890141480781
2019-09-20,0.0,-0.0002789366005867667
2019-09-23,0.0,0.0069831713321762195
2019-09-24,0.0,-5.006042787888914e-05
2019-09-25,0.0,-0.005292236948747749
2019-09-26,0.0,7.531824095422492e-05
2019-09-27,0.0,-0.003437236581505319
2019-09-30,0.0,-0.00218067218011148
2019-10-01,0.0,-0.0028525605833971328
2019-10-02,0.0,-0.001185135445172225
2019-10-03,0.0,0.008342520762006828
2019-10-04,0.0,0.0025837108178075204
2019-10-07,0.0,-0.0028756213312099857
2019-10-08,-4.263256414560603e-16,-0.0014398959556462749
2019-10-09,-0.00048209978063340383,2.194518677688613e-05
2019-10-10,-0.002914879282390797,3.0490619471942775e-05
2019-10-11,-0.0018642149658630329,2.898314294250324e-05
2019-10-14,0.0008180251310749452,-8.224520571093012e-06
2019-10-15,-0.0007479171018308855,1.6403996045256523e-05
2019-10-16,0.00048749967486165627,0.0
2019-10-17,0.0011817105500275512,4.524952845039134e-06
2019-10-18,-0.0006647498041989042,1.354810792976771e-06
2019-10-21,-0.0011407802998153278,1.705442031443847e-05
2019-10-22,0.0004346790851614231,-1.4799396428652744e-05
2019-10-23,0.0028791103770175706,0.0
2019-10-24,0.0007276579451809377,3.6013257454092917e-06
2019-10-25,0.0011165550999750887,1.476328144685596e-05
2019-10-28,-0.003965572515955677,2.471685647772283e-05
2019-10-29,-3.1514542607849314e-05,-7.899080871497013e-06
2019-10-30,0.002563599519216867,-2.5748292549203573e-05
2019-10-31,0.005383994791473638,-4.3627259866814266e-05
2019-11-01,0.002012498997634378,1.6508973777702376e-05
2019-11-04,-0.0013575535520701921,2.7564599391501743e-05
2019-11-05,-0.0050396527906330845,3.319867852471792e-05
2019-11-06,-6.32600130272931e-05,0.0009080083202529852
2019-11-07,5.886400024175356e-05,-0.006353794888765009
2019-11-08,-0.0001967485561723965,-0.0028843796661165524
2019-11-11,-4.615286858160816e-05,-0.003185563609661246
2019-11-12,-9.353483384182212e-05,0.0023549722999955435
2019-11-13,8.28407203129967e-05,0.003927995390402201
2019-11-14,-7.988138342694508e-07,0.003950851223228272
2019-11-15,1.557933641108581e-05,0.0018692255369368615
2019-11-18,-6.809343126908948e-06,-0.0006424049700742934
2019-11-19,-9.858659386341572e-06,-0.00039162274451217874
2019-11-20,-1.9935617103750133e-06,0.005722629611467957
2019-11-21,-2.5068242673318162e-05,-0.00042823804577920275
2019-11-22,-2.557347326753023e-05,-0.00043411803052563144
2019-11-25,-7.190952169066276e-05,0.002191724196157292
2019-11-26,-5.5832727143706504e-05,0.002776886077702854
2019-11-27,1.2095527378312223e-05,-0.001208598268740939
2019-11-28,3.002923149881033e-06,3.861889827365545e-05
2019-11-29,5.505056034826496e-05,-0.004988375828734151
2019-12-02,6.0710417969250634e-05,-0.0065928584350607765
2019-12-03,7.003827350136955e-05,0.009507358781471197
2019-12-04,-0.00015404673304189357,2.0957892779675694e-05
2019-12-05,-7.785048290708324e-05,5.395498510021474e-06
2019-12-06,-0.0014719846282330686,1.0998589270438741e-05
2019-12-09,-0.00010131340486866955,-5.9298976775172006e-06
2019-12-10,0.0006009706001735754,-3.2768108623502616e-06
2019-12-11,0.0016497245606059913,-9.896357441139566e-06
2019-12-12,-0.0012169460678616508,2.910116424971302e-05
2019-12-13,0.003755128540632465,-2.0101055465795855e-05
2019-12-16,0.0011176419336612162,1.7757353538559826e-05
2019-12-17,0.0004256771452552383,1.7580380429205028e-06
2019-12-18,-0.0016295567690836207,1.0191671046381452e-05
2019-12-19,0.0021188227781698574,-2.0297031538392827e-06
2019-12-20,0.0006830785136831676,5.803540442061592e-07
2019-12-23,-0.0002605987051206441,4.91881693097519e-06
2019-12-24,0.0006246070960775982,0.0
2019-12-25,0.0,0.0
2019-12-26,0.0028767738658029497,-7.533224984240848e-06
2019-12-27,0.005609896090979834,-7.592848127307217e-06
2019-12-30,-0.0014534441644067841,9.336479984011863e-06
2019-12-31,-0.001268177610075691,1.3263461882089069e-05
2020-01-01,0.0,0.0
2020-01-02,0.0002911574688292364,0.006459565633771594
2020-01-03,0.000315588179498614,0.010490987632360822
2020-01-06,0.00031514937471110516,0.0021942419877919216
2020-01-07,-0.0003233290058902231,-0.0036726868671213978
2020-01-08,-0.0010031497064267806,-0.00709721139113274
2020-01-09,0.00014111182476235907,9.107015666246593e-05
2020-01-10,-0.00019002313491656934,0.0024715045034958837
2020-01-13,-0.0001761129806201436,-0.0023600879340641098
2020-01-14,5.091474897246638e-05,0.0018222079514670464
2020-01-15,-0.0002426548170670634,0.002079174264893652
2020-01-16,0.00036730221008415007,0.0011511142596654722
2020-01-17,0.0002602904984973206,-0.0005172157841243086
2020-01-20,0.0,0.00033082444702707786
2020-01-21,-0.00040093080250321625,0.0020270900987675333
2020-01-22,-0.0007232350818513209,-0.0013454189159723608
2020-01-23,-0.0005422731376438721,0.0012031510450135209
2020-01-24,-0.001235339660897285,-0.0009772043779721186
2020-01-27,-0.0015373923543216671,0.0007227868874759962
2020-01-28,0.0006223462197777174,-0.0007718569764207974
2020-01-29,0.0012311776973093647,-0.000271840308806858
2020-01-30,0.0012587084738094974,-0.0004785045576227329
2020-01-31,-0.0019421726035674988,-0.0002333351975605099
2020-02-03,-0.0010066082281077588,-0.00048689490358601306
2020-02-04,-0.0023631877271461325,0.0003143323318607331
2020-02-05,0.0009774287797703787,0.0005515944328114298
2020-02-06,0.0023255765833266975,-3.024054854509179e-05
2020-02-07,0.0022170940773014298,-0.00040213378765403303
2020-02-10,0.00182911928663894,-0.00034783968340347136
2020-02-11,-0.0011324506993058436,0.0002348480653223953
2020-02-12,0.000253872332685642,0.0005554721827485333
2020-02-13,0.0017250885039097952,-8.01763434119693e-06
2020-02-14,0.002471428896513407,-6.78071931521285e-07
2020-02-17,-7.093773241364003e-05,0.0
2020-02-18,0.0019160137907926445,-4.459341278934303e-05
2020-02-19,0.0029874100600320312,0.0003344830797392853
2020-02-20,0.0024702382745476433,-0.00021779768928251406
2020-02-21,0.002339340563557744,-0.00039017882635768717
2020-02-24,-0.0015555129469646944,-0.0009873997276793867
2020-02-25,-0.007458685868488693,-0.0005067126319769062
2020-02-26,-0.0008870630432974982,-0.004673433671160199
2020-02-27,-0.001472538977702017,-0.008792669592691663
2020-02-28,-0.0005944673300176523,-0.0011817878955158439
2020-03-02,0.0019488517798138412,0.013532485383435388
2020-03-03,0.0003786092296138533,-0.0002094736650318146
2020-03-04,-0.00038105633684237713,0.010116535121065647
2020-03-05,-0.0007166722092836502,-0.0013257070292776877
2020-03-06,-0.0023879276048817018,0.017485301858972197
2020-03-09,-0.0054875947043088345,-0.008487841212099178
2020-03-10,0.001122818518594938,-0.01278638634808694
2020-03-11,-0.0013848233601904843,-0.018747498572479957
2020-03-12,-0.0017327933295983057,-0.04036475327404604
2020-03-13,-0.0007877532468331426,0.0007959723892802824
2020-03-16,-0.0015051396385206228,-0.01980546354591281
2020-03-17,-0.0022948667929032344,-0.008041824316171621
2020-03-18,-0.0045333943482413685,-0.050632721798130775
2020-03-19,0.0039550465295047086,0.01970636752840238
2020-03-20,-0.0008252357838648542,0.0071833423341146636
2020-03-23,0.0008394207175425572,0.018513522000250793
2020-03-24,0.0001407856732948646,0.023310277444009948
2020-03-25,-0.0005008521836108332,0.0023554248110075515
2020-03-26,0.008441677538779729,0.000937595042631182
2020-03-27,-0.0024019950912562544,-0.004168122530378219
2020-03-30,0.004213844705136453,-0.0010210909494705754
2020-03-31,-0.0031439317188510416,0.0007658620883992081
2020-04-01,-0.006376555535359634,-0.005649568749681059
2020-04-02,0.007335531840360421,0.004676068194803671
2020-04-03,0.001271676582968135,0.000631723694609222
2020-04-06,0.00479984254498365,0.004357027532012713
2020-04-07,-0.0024302527027356513,2.4960635735984707e-06
2020-04-08,0.0028419969190532357,0.0032785637404798185
2020-04-09,0.005765080435224916,-0.0004170836318462994
2020-04-10,0.0,0.0
2020-04-13,-0.002024739925783671,0.00017151453072876966
2020-04-14,0.007793665173148272,0.0008175710395680272
2020-04-15,-0.0003056912529333032,-0.005863960105522694
2020-04-16,0.00252373830036999,-0.0011083272258805336
2020-04-17,-0.00319321385578352,0.002971421859294318
2020-04-20,-0.0023323658489129385,-0.0044776971533614165
2020-04-21,-0.00423590975618967,-0.01011981543693158
2020-04-22,0.0012490824979995798,0.005452730019529209
2020-04-23,0.001118590844627397,0.00763798820363474
2020-04-24,-9.820887423645223e-05,0.0005192431537351053
2020-04-27,-0.0024862193489096746,-0.010783455467880492
2020-04-28,0.00035287736613966153,0.0005613368466762662
2020-04-29,0.0009527775934666759,0.00459832463700215
2020-04-30,0.0021003257062701857,0.0030031829598243906
2020-05-01,-6.293275087201735e-06,-0.006857772653943963
2020-05-04,0.00023739787950764,0.003089890378277709
2020-05-05,0.002906586600767277,0.005052353238683494
2020-05-06,-0.001224101958723348,-0.011331316867030894
2020-05-07,0.000472893231788719,0.011548971235429433
2020-05-08,0.0007506686191763866,-0.0007033448194007049
2020-05-11,-0.0012290607039573305,-0.00781897419550631
2020-05-12,0.0005151807715962462,0.0034180825372607027
2020-05-13,-0.0009722605439024922,-0.0008759508235909981
2020-05-14,0.001250347264531426,0.011187510604620792
2020-05-15,0.0008700902828516633,0.0016099284052222282
2020-05-18,0.0016500555256317038,-0.002131291442881704
2020-05-19,8.568562082095221e-05,0.001212113801530303
2020-05-20,0.003641902358316717,0.001177070876585973
2020-05-21,-0.0028006764116604533,-0.00046672402179494217
2020-05-22,0.0014286210911522252,-0.000845877377225782
2020-05-25,0.0,0.0
2020-05-26,-0.0014825698904598038,0.0026686041963938072
2020-05-27,-0.0006666014115212544,-9.739528790663304e-05
2020-05-28,0.0008927631625280563,0.0008194122602720737
2020-05-29,0.004110951979758932,0.0003459952545050792
2020-06-01,-0.00030110131365171513,0.0010182827946595206
2020-06-02,0.0009121709966414915,0.0016963481374873092
2020-06-03,-0.004557790106347258,0.002193981812727997
2020-06-04,-0.002686435872596538,0.0011994445480714136
2020-06-05,-0.001562292592785036,0.0038525725854132386
2020-06-05,0.0009632990693266921,-0.00028140563939062246
2020-06-05,0.0027445409510049893,-0.0011710064545454285
2020-06-05,0.0031615378281881637,-0.0010117025738449097
2020-06-05,0.003148987927339492,-0.0018595321978775595
2020-06-05,-0.0007845544472262735,2.8763719102903955e-05
