,riskparity_nested,uniform
2019-07-05,100.0,100.0
2019-07-08,100.0,100.0
2019-07-09,100.0,100.0
2019-07-10,100.0,100.0
2019-07-11,100.0,100.0
2019-07-12,100.0,100.0
2019-07-15,100.0,100.0
2019-07-16,100.0,100.0
2019-07-17,100.0,100.0
2019-07-18,100.0,100.0
2019-07-19,100.0,100.0
2019-07-22,100.0,100.0
2019-07-23,100.0,100.0
2019-07-24,100.0,100.0
2019-07-25,100.0,100.0
2019-07-26,100.0,100.0
2019-07-29,100.0,100.0
2019-07-30,100.0,100.0
2019-07-31,100.0,100.0
2019-08-01,100.0,100.0
2019-08-02,100.0,100.0
2019-08-05,100.0,100.0
2019-08-06,100.0,100.0
2019-08-07,100.0,100.0
2019-08-08,100.0,100.0
2019-08-09,100.0,100.0
2019-08-12,100.0,100.0
2019-08-13,100.0,100.0
2019-08-14,100.0,100.0
2019-08-15,100.0,100.0
2019-08-16,100.0,100.0
2019-08-19,100.0,100.0
2019-08-20,100.0,100.0
2019-08-21,100.0,100.0
2019-08-22,100.0,100.0
2019-08-23,100.0,100.0
2019-08-26,100.0,100.0
2019-08-27,100.0,100.0
2019-08-28,100.0,100.0
2019-08-29,100.0,100.0
2019-08-30,100.0,100.0
2019-09-02,100.0,100.0
2019-09-03,100.0,100.0
2019-09-04,100.0,100.0
2019-09-05,100.0,100.0
2019-09-06,100.0,100.0
2019-09-09,100.0,100.0
2019-09-10,100.0,100.0
2019-09-11,100.0,99.57830373583872
2019-09-12,100.0,99.54016281324307
2019-09-13,100.0,98.66528729746021
2019-09-16,100.0,100.3935133749262
2019-09-17,100.0,100.00324452590257
2019-09-18,100.0,100.11640507599529
2019-09-19,100.0,100.2910006903764
2019-09-20,100.0,100.2630336606026
2019-09-23,100.0,100.9681112807624
2019-09-24,100.0,100.96305702692767
2019-09-25,100.0,100.43154947000254
2019-09-26,100.0,100.43911436741969
2019-09-27,100.0,100.09506395197585
2019-09-30,100.0,99.87726438011649
2019-10-01,100.0,99.59316883232977
2019-10-02,100.0,99.4752771554545
2019-10-03,100.0,100.31213320943542
2019-10-04,100.0,100.57198212762691
2019-10-07,100.0,100.2836044554841
2019-10-08,99.99999999999996,100.13941411809466
2019-10-09,99.95181325275689,100.14161174446853
2019-10-10,99.66131255752708,100.14466521734782
2019-10-11,99.47586815536962,100.14756780862096
2019-10-14,99.55730853573404,100.14674414966358
2019-10-15,99.48290357081363,100.14838698340759
2019-10-16,99.5314251081924,100.14838698340759
2019-10-17,99.64918159738764,100.14884015218676
2019-10-18,99.58298382838618,100.14897583510013
2019-10-21,99.46951096983952,100.15068384695724
2019-10-22,99.51276708839939,100.14920169921928
2019-10-23,99.8001025994208,100.14920169921928
2019-10-24,99.87277581825222,100.14956237041663
2019-10-25,99.9844139255388,100.15104092842105
2019-10-28,99.58948460252086,100.15351640851186
2019-10-29,99.58634618437087,100.15272529403526
2019-10-30,99.84230186142031,100.1501465987618
2019-10-31,100.38276212988133,100.14577751290167
2019-11-01,100.58518972337649,100.14743084421139
2019-11-04,100.44882506410943,100.15019144411752
2019-11-05,99.94513627915,100.15351640851189
2019-11-06,99.93881414846504,100.24453928424191
2019-11-07,99.94469729315067,99.61162743498394
2019-11-08,99.92503718635878,99.32513603227818
2019-11-11,99.92042557208873,99.00973422592584
2019-11-12,99.91108040578402,99.24344980116358
2019-11-13,99.91935779735716,99.6348148947939
2019-11-14,99.9192779804556,100.03001861620328
2019-11-15,99.92083468075357,100.2173474412846
2019-11-18,99.92015429013772,100.15300865075946
2019-11-19,99.9191692210822,100.1138018089315
2019-11-20,99.91897002644941,100.69001346154565
2019-11-21,99.91646529625031,100.64691262436968
2019-11-22,99.91391015054002,100.60323894441463
2019-11-25,99.90672590566646,100.82421782217412
2019-11-26,99.90114815212034,101.10497481913588
2019-11-27,99.90235652380883,100.98292702835701
2019-11-28,99.90265652380884,100.986827028357
2019-11-29,99.90815652380884,100.48556725353284
2019-12-02,99.91422235800927,99.82741921073897
2019-12-03,99.92122066779099,100.78562430098297
2019-12-04,99.90583050099048,100.78773659956013
2019-12-05,99.89805338929264,100.78828040257687
2019-12-06,99.75122112514894,100.78938894366868
2019-12-09,99.74111601308026,100.78879127644937
2019-12-10,99.80109353616066,100.78846101172553
2019-12-11,99.96600991794809,100.78746358296033
2019-12-12,99.84450454074963,100.79039670084951
2019-12-13,100.22084670256879,100.7883707482188
2019-12-16,100.33298305175676,100.79016051473226
2019-12-17,100.37571069773954,100.79033770798031
2019-12-18,100.21240888848912,100.7913649404161
2019-12-19,100.42519207295538,100.79116036428003
2019-12-20,100.49383725394112,100.79121885887152
2019-12-23,100.46765551300793,100.79171463486396
2019-12-24,100.53044754391571,100.79171463486396
2019-12-25,100.53044754391571,100.79171463486396
2019-12-26,100.82048528110998,100.7909553539209
2019-12-27,101.38926854237315,100.79019006931499
2019-12-30,101.2421187756465,100.7911311036931
2019-12-31,101.11388840630194,100.7924679607499
2020-01-01,101.11388840630194,100.7924679607499
2020-01-02,101.1433370443047,101.44777653165633
2020-01-03,101.17526676255258,102.52334770445196
2020-01-06,101.20716213641616,102.74880344316233
2020-01-07,101.17444950223711,102.3728201311166
2020-01-08,101.07305809368277,101.65137880751952
2020-01-09,101.08732271025076,101.66063705766277
2020-01-10,101.06811742973665,101.9125142957072
2020-01-13,101.05032115648515,101.67255811806731
2020-01-14,101.05546637018769,101.85816487602625
2020-01-15,101.03095072332181,102.07038699787998
2020-01-16,101.06807324999548,102.18801708150944
2020-01-17,101.09438715842423,102.13519114853287
2020-01-20,101.09438715842423,102.1689911485329
2020-01-21,101.05387154860819,102.37651757365275
2020-01-22,100.98083866349198,102.23896333842782
2020-01-23,100.9261091456154,102.36212043059369
2020-01-24,100.80158494984555,102.26218937143891
2020-01-27,100.64685125024687,102.33615660354664
2020-01-28,100.70952744394721,102.25722864822505
2020-01-29,100.8336716115732,102.2294385660761
2020-01-30,100.96075176534241,102.18054470973212
2020-01-31,100.76504864846022,102.15670795409952
2020-02-03,100.66371971991822,102.10699257979192
2020-02-04,100.4263932997906,102.1390982007035
2020-02-05,100.52464898478465,102.19546865227065
2020-02-06,100.75897168990677,102.19237829869377
2020-02-07,100.98286019114552,102.15129980958756
2020-02-10,101.16790836352216,102.11577988904045
2020-02-11,101.05347029042449,102.13976721576356
2020-02-12,101.0791314853205,102.1965345478782
2020-02-13,101.25380325729681,102.19571518000265
2020-02-14,101.50466481906155,102.19564588400365
2020-02-17,101.49746481906155,102.19564588400365
2020-02-18,101.6923086849194,102.19108883459586
2020-02-19,101.99701559540235,102.22528146156634
2020-02-20,102.24959646214018,102.20302187956328
2020-02-21,102.4893539652038,102.16315997770619
2020-02-24,102.33017804838434,102.06238360792541
2020-02-25,101.57258008071041,102.01069350093177
2020-02-26,101.48255865338972,101.53617094081628
2020-02-27,101.33334135849854,100.65117838516049
2020-02-28,101.27313778667599,100.53237044665912
2020-03-02,101.47088951029743,101.91148614329747
2020-03-03,101.5093218764517,101.89014284164581
2020-03-04,101.4706558400403,102.93145249588271
2020-03-05,101.39798672088013,102.79517620820765
2020-03-06,101.1564324833418,104.62456836798657
2020-03-09,100.6043565491125,103.74400572072197
2020-03-10,100.71744396033671,102.43424192815517
2020-03-11,100.57816097349561,100.54919601931898
2020-03-12,100.40418127791347,96.64802243913869
2020-03-13,100.32514981540736,96.72501287874294
2020-03-16,100.1743733952462,94.84653332060549
2020-03-17,99.9450129040165,94.08987904340856
2020-03-18,99.4939675140044,89.55544320224118
2020-03-19,99.88903328844745,91.35573284960198
2020-03-20,99.80666925351109,92.01672045307897
2020-03-23,99.89051942500252,93.75240771590384
2020-03-24,99.90458455920493,95.98996032286944
2020-03-25,99.85457217868571,96.21659126917542
2020-03-26,100.70468868722648,96.3068881300574
2020-03-27,100.46337615086108,95.90713543801418
2020-03-30,100.88850464195572,95.80930542337131
2020-03-31,100.57231215971859,95.88273837762664
2020-04-01,99.93507063190417,95.34408541221487
2020-04-02,100.67356477177007,95.79201540878402
2020-04-03,100.80175199930976,95.85256774701895
2020-04-06,101.2879180576959,96.27202762193039
2020-04-07,101.042359590211,96.2722679236315
2020-04-08,101.33034010459488,96.58894092307324
2020-04-09,101.91790502485277,96.54867205228373
2020-04-10,101.91790502485277,96.54867205228373
2020-04-13,101.71196474889578,96.56523439314539
2020-04-14,102.51090038307946,96.64424793139493
2020-04-15,102.47957327392528,96.08083375534821
2020-04-16,102.73885926799625,95.97446264540905
2020-04-17,102.41183637309345,96.26049317902766
2020-04-20,102.17353032031149,95.83138924022404
2020-04-21,101.74255802614883,94.8713091018532
2020-04-22,101.86980181266772,95.39145294091061
2020-04-23,101.98388004718808,96.12565959496355
2020-04-24,101.97386530867458,96.17559811584158
2020-04-27,101.72096467810212,95.14955710402181
2020-04-28,101.7568723752125,95.20299805474399
2020-04-29,101.85391650466497,95.64279467384446
2020-04-30,102.06829316459368,95.93089269611016
2020-05-01,102.06765082478954,95.27750125347795
2020-05-04,102.09188722233105,95.57281076187603
2020-05-05,102.38949114535352,96.05813036794238
2020-05-06,102.26430920414923,94.98186080652344
2020-05-07,102.31269218380903,96.09162016376052
2020-05-08,102.38955280803353,96.02408212306156
2020-05-11,102.26386431097409,95.27909731974732
2020-05-12,102.31657584346421,95.6058861295862
2020-05-13,102.21719409873359,95.52221336811516
2020-05-14,102.34516109094167,96.60296000763837
2020-05-15,102.43428816970896,96.75873464299349
2020-05-18,102.60358978999159,96.55295216226509
2020-05-19,102.61238219566394,96.6701273578312
2020-05-20,102.98745244158799,96.78404904327812
2020-05-21,102.69982346851802,96.73889867542431
2020-05-22,102.8467525083079,96.65713858854488
2020-05-25,102.8467525083079,96.65713858854488
2020-05-26,102.69450073360446,96.91576841483344
2020-05-27,102.6260900371268,96.90633019490413
2020-05-28,102.71779269858429,96.98580154976632
2020-05-29,103.1418037007036,97.01936979130919
2020-06-01,103.11075691634447,97.11826364822939
2020-06-02,103.20489743049193,97.2832899759888
2020-06-03,102.73664536468944,97.49719705311529
2020-06-04,102.4613894126153,97.61427996903807
2020-06-05,102.3015644362662,97.9918004932135
2020-06-05,102.40020645984784,97.96423280564342
2020-06-05,102.68202147271167,97.84965023364481
2020-06-05,103.00768416278638,97.75075554266701
2020-06-05,103.33307878036055,97.56932224642469
2020-06-05,103.25207190815968,97.5721287837293
